Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
"Malam itu, bel rumah berbunyi berkali-kali","Padahal, waktu telah menunjukkan pukul dua malam","Saat ibu mengintip lewat jendela, tidak ada orang di luar",Ayah memutuskan untuk memeriksanya secara langsung,"Setelah diperiksa, ternyata bel rumah mereka korslet",Ternyata rumah mereka memiliki dua bel
Pak Bayu gemar memancing,Setiap hari minggu ia pergi ke sungai bersama kedua temannya,Untuk urusan memancing Pak Bayu tidak pernah bosan,Sudah ribuan ikan ditangkapnya dan dibawa pulang sebagian untuk dimasak,Pak Bayu selalu merasa bahagia ketika memancing di hari Minggu,Pak Bayu dan temannya berkompetisi untuk menjadi pemancing terhebat di desanya
Papa Robi seorang arsitek pesawat,Beliau seorang yang cerdas,Beliau lulusan ITB dan melanjutkan studi di Jerman bersama dengan Habibi,"Papa Robi tidak hanya memiliki karir yang mentereng, tapi juga baik dan penyayang",Tak heran Robi sangat bangga dengan ayahnya,Robi merasa Ibunya adalah satu-satunya orang tua yang menyayanginya
Andi sedang bermain lompat jauh di lapangan,Ia bermain bersama teman-temannya,Mereka berlomba siapa yang bisa lompat terjauh,"Tanpa sadar, celana Andi robek",Ia sangat malu dengan kejadian ini,Andi langsung membuang celananya ke tempat sampah
Rena mengajak teman-temannya ke kolam renang,Sudah lama mereka tidak berenang bersama,Mereka pergi ke kolam renang yang terletak di dekat sekolah,Kolam renang disana sangat bersih dan tidak terlalu ramai,Mereka bersenang-senang hingga sore hari,Kolam renang itu merangkap sebagai kolam ikan
Angin hari berhembus dengan keras,Hanna merasakan semilir angin menyapa tubuhnya,Hanna menatap pohon yang bergoyang sesuai irama angin,Hana menikmati keadaan hari itu,Hana menenangkan dirinya dengan alam,Hana lebih suka berdiam diri di kamarnya yang tertutup
Lagi-lagi Beno pulang larut,Ia bermain dengan teman-temannya tanpa kenal waktu,PR dan tugasnya tidak ia pedulikan,Ayah dan ibu sudah berkali-kali memarahinya,"Namun, Beno tetap suka bermain hingga larut malam",Mereka ingin Beno bermain sampai pagi
"Sepulang dari rumah Rania, Afif marah-marah","Ia ingin bertemu dengan Rania setelah lama kuliah di luar kota, tetapi temannya itu menolak",Afif yang kesal menceritakan semuanya kepada ibu,Ibu menjelaskan bahwa Rania sudah seminggu terkena cacar sehingga tidak boleh bertemu orang,Afif merasa malu karena marah-marah tanpa menanyakan alasan Rania,Ibu meminta Afif kembali ke luar kota
Miani sangat suka berbelanja,Miani sangat boros dalam hal keuangan,Ibu Miani marah dengan sikap Miani,Miani berjanji untuk tidak mengulangi perbuatannya,Miani lebih hemat dalam urusan keuangannya,Miani tidak dapat menahan keinginannya untuk berbelanja
Keluarga Bramantya hanya memiliki satu orang anak,Pewaris tunggal perusahaan keluarga Bramantya adalah anak laki-laki dari keluarga tersebut,Raska adalah calon pewaris perusahaan yang dimiliki keluarganya,Raska memiliki seorang adik perempuan bernama Michael,Raska bukan anak dari Keluarga Bramantya,Michael adalah pewaris tunggal perusahaan keluarga Bramantya
Cerita tentang Kancil si pencuri timun adalah cerita favorit Kayla.,"Sewaktu kecil, Ibu sering menceritakan kisah tersebut.","Jika Ibu ingin menceritakan kisah lain, Kayla pasti menolak.","Hampir setiap malam sebelum tidur, Ibu akan memulai ceritanya dengan mengajak Kayla bernyanyi.","Si Kancil anak nakal, suka mencuri ketimun, ayo lekas ditangkap, jangan diberi ampun.","Burung kakaktua, hinggap di jendela, nenek sudah tua, giginya tinggal dua."
Erin belajar masak di suatu tempat kursus,Erin ingin menjadi istri yang baik,Suami Erin mendukung niat istrinya,Erin belajar masak dengan senang hati,Erin berhasil menguasai cara memasak makanan yang lezat,Erin lebih memilih pembantu di rumahnya untuk memasak
Remaja sulit menyaring informasi yang didapatkan dari internet,Budaya barat tidak pantas ditetapkan di Indonesia,Zasla tidak mengenakan pakaiaan yang rapi saat sampai  di sekolah,Pakaian Zasla terlalu terbuka dibandingkan biasanya,Zasla mengikuti trend budaya barat,Zasla pergi ke sekolah mengenakan kerudung
Aldway menjadi seorang pahlawan perang,Aldway melawan semua musuhnya,Aldway membawa kehormatan bagi negaranya,Pemerintah memberikan penghargaan untuk Aldway,Jasa Aldway akan selalu dikenang,Alday tidak ikut berperang
Jeremy merencanakan pergi ke taman kota,Jeremy akan pergi bersama Hani,Jakarta diselubungi gerimis pada hari itu,Jeremy dan Hani menatap hujan dengan secangkir kopi hangat di teras rumah,Jeremy dan Hani tidak jadi pergi ke taman kota,Jeremy mengusir Hani dari rumahnya
Respons anak-anak kelas 11 IPA 3 sesuai dugaan Yoyo.,Tidak ada yang keberatan uang patungan hadiah untuk anak Bu Ai digunakan Acha.,Bahkan beberapa anak yang memiliki rezeki lebih meminta untuk dihubungi bila Acha masih membutuhkan uang.,"Mereka juga setuju untuk memberikan uangnya kepada Acha, bukan meminjamkannya.",Kekompakan anak-anak kelas 11 IPA 3 memang patut dibanggakan.,Kekompakan anak-anak kelas 11 IPA 3 memang menyusahkan.
Jaka adalah anak dari raja Adipati,Ia memiliki sifat yang sangat berberda dengan ayahnya,Raja Adipati adalah raja yang kejam dan tidak mementingkan kepentingan rakyatnya,Ia sering membuat kehidupan rakyatnya sengsara dengan pajak yang begitu besar yang dipungutnya setiap bulan,Jaka sering merasa kasihan dengan rakyatnya dan sesekali ia membantu mereka secara diam-diam tanpa sepengetahuan raja Adipati,"Jaka ikut senang dengan pajak yang ditarik oleh ayahnya, raja Adipati dengan menggunakan uang tersebut untuk membeli berbagai hiasan emas koleksinya"
Malam itu farhan mengajak eci pergi makan malam.,Mereka memilih ayam bakar madu diantara makanan lain.,Farhan mengusili eci sambil menunggu makanan datang.,Ia mengirimkan foto eci kepada seseorang yang dulunya pernah disukai oleh eci.,Sontak eci langsung marah besar dan meminta traktiran pada farhan agar ia bisa dimaafkan.,Eci dulunya adalah murid yang nakal.
Kendra mendapatkan surat elektronik,Surat tersebut berisi undangan untuk mengisi seminar,Kendra melihat jadwalnya ,Kendra bersedia mengisi seminar tersebut,Kendra tidak memiliki jadwal pada jam tersebut,Kendra tidak bisa mengisi seminar
Mitha dan Mila selalu pulang sekolah bersama,Rumah mereka berada di komplek yang sama,Mereka naik bus umum dari sekolah,Setelah itu mereka turun di terminal dan naik angkutan umum,Keduanya turun di gerbang komplek dan berjalan kaki ke rumah masing-masing,Mereka menyetir angkutan umum sampai rumah
Hari ini langit sangat mendung,Gemuruh sudah terdengar sejak pagi,Diprediksi hujan akan segera turun,Aku bergegas berangkat kerja karena takut kehujanan,Aku membawa jas hujan,"Sebelum berangkat, aku menjemur pakaian di halaman rumah"
Bahir mengikuti tes potensi akademik,Bahir harus memiliki nilai yang tinggi jika ingin lulus,Bahir ingin menjadi seorang perwira,Seorang perwira harus lolos tes potensi akademik,Bahir lulus tes potensi akademik,Bahir ingin menjadi guru
Sandi sangat suka makan makanan pedas.,Sambal yang biasanya diambil setiap makan selalu dalam jumlah banyak.,Suatu ketika perut Sandi terasa sangat sakit sehingga Ibu mengantarnya ke dokter.,Dokter bilang lambung Sandi terluka karena terlalu banyak makan makanan pedas.,Dokter melarang Sandi untuk makan makanan pedas secara berlebihan.,Dokter menawarkan Sandi keripik pedas yang ada di meja praktiknya.
Alana memberi makan kucingnya,Kucing Alana hanya makan daging ikan yang sudah dihaluskan,Alana tidak pernah memberikan makanan kucing yang seharusnya,Kucing Alana lebih sering meminta makanan Alana,Alanan tidak memberikan makanan yang ia makan kepada kucingnya,Alana tidak memiliki kucing
"""Aku tidak mungkin akan menyukaimu"" Begitu ucapnya penuh semangat sambil mencibirku, dibawah pohon rindang di persimpangan jalan pulang.","ketika itu aku terpaksa berhenti demi mendengar curahan hatinya, tentang seorang temanku. ",Tentunya itu bukan kali pertama aku berperan sebagai pendengar cerita. ,Aku adalah penasehatnya setiap kali ia mencoba mendapatkan hati seorang wanita.,"""ya, mari kita lihat nanti, siapa tahu kau menjilat ludahmu sendiri"" aku balik mencibirnya dengan tingkat percaya diri yang maksimal.","""bawa kemari coklatnya"" pintanya sambil mengejarku ke dalam kelas."
Bianca tercatat sebagai salah satu penerima beasiswa tahun ini.,"Oleh sebab itu, Bianca diminta untuk menghadap Kepala Sekolah sekarang.",Bianca tidak sabar ingin memberi tahu berita gembira ini kepada orang tuanya.,Namun Bianca baru bisa melakukan keinginannya sepulang sekolah.,"Sembari berjalan ke kantor Kepala Sekolah, Bianca tersenyum membayangkan ekspresi senang orang tuanya nanti.","Sembari berjalan ke kantoe Kepala Sekolah, Bianca memakan batagornya."
Semalam Rio begadang menonton film,Ia baru tertidur pukul tiga malam,Padahal hari itu ia memiliki jadwal ujian,Rio terlambat berangkat kuliah karena ngantuk setelah begadang,Akhirnya Rio tidak boleh mengikuti ujian hari itu,Rio marah pada dosennya karena mengadakan ujian
"Ari adalah seorang anak yang pintar, juga rajin mengaji.","Sore itu, seperti biasa, ia bersemangat berangkat mengaji.","Di perjalanan, ia bertemu dengan aci yang juga sedang menuju tempat mengaji.","Saat diperjalanan, tiba-tiba seekor anjing mendekati mereka.","Aci sontak langsung berlari, sementara ari ikut menemaninya hingga anjing liar tersebut kehilangan jejak mereka.",Aci mengambilkan daging sisa makan siangnya untuk diberikan ke anjing liar tersebut.
Keisya akhir-akhir ini memperhatikan seorang anak laki-laki di kelasnya,Anak itu bernama Boni,"Boni memang anak yang pendiam, namun sangat tampan",Keisya suka tersipu malu jika berpapasan dengan Boni,Keisya telah jatuh hati kepada Boni,Keisya dan Boni hidup bahagia selamanya
Xiara sedang mengandung ,Jaron adalah suami Xiara,Xiara menginginkan mangga pedas,Jaron mencari pedagang buah di dekat rumahnya,Xiara mengidamkan rujak,Xiara belum menikah
Renata merupakan seorang chef andal,Dia sangat berpengalaman,Sejak kecil Renata memang senang membantu Ibunya memasak,Mereka selalu menghasilkan hidangan lezat untuk keluarga,Renata belajar memasak dari Ibunya,Renata tidak suka masakan Ibunya
"Nisa melihat asap keluar dari celah pintu kamar tetangga asramanya, Anis.",Dengan panik Nisa berusaha membuka pintu kamar Anis dan menemukan air mendidih di atas kompor yang masih menyala.,Nisa menoleh ketika disapa Anis yang muncul di pintu kamar dengan satu keranjang baju kering di tangannya.,Anis baru selesai mengambil cuciannya dari jemuran dan lupa jika ia sedang merebus air.,Anis berterima kasih kepada Nisa karena telah membantu mematikan kompor di kamarnya.,Anis bertanya kenapa Nisa tidak merebuskan air untuknya.
Jembatan di dekat rumah Sherina ambruk semalam.,Jembatan tersebut merupakan satu-satunya akses menuju perumahan Sherina.,Sekarang sudah ada beberepa orang di jembatan yang sedang memperbaikinya.,Kayu-kayu besar dipasang sebagai penyambung jembatan yang terputus.,"Untuk sementara, jembatan hanya bisa dilewati oleh pejalan kaki.","Untuk sementara, jembatan dicat merah."
Agus mengajak Dirna untuk berlibur ke pantai,Agus berenang terlebih dahulu,Dirna menolak ajakan agus,Agus menarik Dirna menuju laut,Dirna akhirnya berenang bersama Agus,Agus mengabaikan keberadaan Dirna
Donat adalah makanan kesukaan Dolly.,Hampir setiap hari Dolly membeli donat.,Biasanya Dolly duduk di kafe gedung kantornya saat jam pulang kerja.,Dolly selalu memesan segelas kopi hitam panas dengan dua donat.,"Sambil memakannya, Dolly akan menyelesaikan tugas untuk besok agar di rumah ia bisa bebas dari pekerjaan.","Sambil memakannya, Dolly berpikir kenapa donat tengahnya bolong."
Salsa mengajak Bila makan mie ayam,Bila tidak boleh memakan mie,Kondisi Bila sedang tidak sehat,Salsa mengubah ajakannya menjadi makan pecel lele,Salsa memahami kondisi Bila,Bila dipaksa makan mie ayam
Nisa memiliki kucing ,Kucing Nisa bernama Miki,Nisa mencari kucingnya dimana-mana,Nisa tidak menemukan kucingnya,Kucing Nisa hilang,Miki menemani Nisa mencari kucingnya
"""hmm enak! aku suka!"" Bola mata langit membulat ketika mengucapkan kalimat itu.","""jangan bohong. aku butuh masukan"" jawab yuna yang sama sekali tidak terlihat senang dengan pujian langit.","""aku serius. aku suka keripik coklatnya. dan aku juga suka.."" langit menghentikan kalimatnya.","""suka apa?"" desak yuna penasaran.","""suka sama ownernya"" jawab langit lagi, sambil mengerdipkan matanya pada yuna.","""tidak ada yang aku mau di dunia ini, aku benci semuanya"" jawab langit lagi."
Boni punya 5 balon,Balon ini dibelikan oleh ayah di Jalan Margonda,Semua balon Boni berwarna berbeda,2 balon berwarna merah dan biru,"Yang lain berwarna putih, hitam, dan kuning",Sedangkan ketiga lainnya berwarna merah muda
Lena tidak sabar menunggu hari esok,Besok ia akan menonton konser idolanya,Sudah berbulan-bulan ia menabung dan kerja sampingan untuk membeli tiket,"Akhirnya, ia berhasil membeli tiket dengan uangnya sendiri",Ia bahkan masih memiliki uang lebih untuk membeli merchandise,Tiket itu ia jual kembali dengan harga lebih tinggi
Akhir-akhir ini ibu sangat pelupa,"Akibatnya, ibu sering kehilangan barang",Segalanya harus dicatat agar tidak hilang,Ibu juga jadi mudah panik ketika berpergian,"Setiap berpergian, ibu seringkali panik karena khawatir kompor belum dimatikan atau pintu belum dikunci",Ibu jadi mengurung diri di dalam kamar
Vaon menjadi guru di salah satu sekolah dasar,Vaon berpikir bahwa peran guru sangat penting dalam pendidikan,Vaon ingin merubah nasib bangsa,Vaon memberikan harapan kepada para generasi muda,Vaon berdedikasi kepada muridnya dengan sepenuh hati,Vaon tidak menjadi guru yang baik
Sudah 2 hari Ani tampak lesu,Dia tidak mau makan dan mukanya terlihat sedih,Matanya sembab tidak bisa melupakan mantan pacarnya Yoyo,Padahal Yoyo telah memiliki pacar baru,Kisah Ani dan Yoyo hanya tinggal sebuah kenangan,Ani dan Yoyo berencana memulai hidup baru bulan depan.
Ayah menyukai warna hitam.,Semua barang yang dibeli oleh Ayah pasti berwarna hitam.,Kulkas dan dispenser di ruang makan warnanya hitam.,Kompor di dapur pun begitu.,Ayah berencana membeli mesin cuci berwarna hitam untuk menggantikan mesin cuci yang telah rusak.,Ayah berencana membeli mesin cuci berwarna putih.
Herlambang hanya diam di rumahnya sejak pagi,Umat kristiani sedang merayakan natal dengan keluarganya,Herlambang hanya termenung menikmati malam natal,Herlambang hidup sebatang kara,Herlambang merayakan natal seorang diri,Herlambang bahagia di hari natal dengan keluarganya
Ibu bingung karena Dian menangis,Padahal sebelumnya anak berusia lima tahun itu sedang asyik makan,Ternyata Dian tidak sengaja menelan biji semangka,Ia takut di perutnya akan tumbuh pohon semangka,Ibu menjelaskan pelan-pelan kalau perutnya tidak akan ditumbuhi pohon semangka,Ibu menyuruh Dian untuk memuntahkan biji semangka itu
Meike mempunyai kebiasaan aneh,Kebiasaan anehnya muncul saat dia tidur terlalu larut,Dia sering berjalan saat tidur sambil terbuka matanya,Malam ini Meike tidur lebih awal,Meike tidak tidur sambil berjalan dan membuka matanya,Meike tidur dengan matanya yang terbuka
Alvi hanya akan marah jika ada pemicunya,Indah memicu kemarahan Alvi,Alvi tidak dapat memaafkan Indah,Alvi membenci Indah,Alvi tidak bertegur sapa lagi dengan indah,Indah menjadi sahabat Alvi
Suara mesin mobil membangunkan Edyta.,Itu adalah suara mobil Ayah yang baru pulang kerja.,Edyta menatap jam dinding di atas sofa ruang TV tempat ia tidur.,Jam menunjukkan sekarang sudah pukul 11 malam.,Edyta segera berlari untuk membukakan Ayah pintu.,Edyta segera berlari ke kamar mandi.
Kebutuhan Sigit untuk satu minggu telah tercukupi.,Ia baru saja membelinya di supermarket.,Barang-barang yang dibelinya akan dibawa pergi ke luar kota.,Ada beberapa makanan dan peralatan mandi.,Tas ransel Sigit sampai terlihat penuh sesak oleh barang-barangnya.,Tas ransel Sigit berwarna biru.
Alat mandi Miranda rusak,Miranda meminta kakaknya mengantar ke supermatket,Kakak Miranda menuruti permintaan adiknya,Miranda dapat mandi dengan alat mandi baru,Miranda membeli alat mandi di supermatket,Miranda memilih untuk tidak mandi
Kai menatap Emma tepat di manik matanya,Kai berusaha mencari kejujuran di mata Emma,Kai menemukan kejujuran tersebut,Kai menerima permintaan maaf Emma,Kai bisa membaca tatapan mata orang lain,Kai tidak memiliki kemampuan membaca orang lain
Sidhar merayakan tahun baru dengan Gara dan Tiro,Tiro membawa ayam bakar dan cola,Gara membawa kembang api,Sidhar menyediakan rumahnya untuk menjadi tempat berkumpul,"Sidhar, Tiro, dan Gara merayakan tahun baru di rumah Gara",Gara merayakan tahun baru
Tulisan Kaila sangatlah bagus dan rapi,Tulisannya terlihat seperti ketikan komputer,Hurufnya kecil-kecil tetapi tetap terbaca jelas,"Oleh karena itu, catatan Kaila sangat nyaman dibaca",Teman-teman Kaila sering meminjam catatannya untuk dibuat salinannya,Catatan Kaila dijual dengan harga mahal
Christa berjalan mengelilingi kelasnya dengan posisi kepala menunduk.,Kelas Christa dalam kondisi kosong tanpa ada orang lain.,Sepuluh menit telah berlalu sejak bel pulang sekolah berbunyi.,Christa sedang mencari kunci motornya yang hilang.,Christa ingat sekali ia masih memegang kunci motornya sambil mendengarkan penjelasan Pak Hara di jam pelajaran terakhir tadi.,Christa ingat ia menjual motornya kepada Pak Hara.
