Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
"""I might not like you"" So he said excitedly as he sneered, under a shady tree at the crossroads of the road home.","when I was forced to stop to hear the outpouring of his heart, about a friend of mine.",Surely it is not the first time I act as a story listener.,I am his advisor whenever he tries to win a woman's heart.,"""yes, let's see later, who knows you lick your own saliva"" I sneered back with the maximum level of confidence.","""bring the chocolate here"" he pleaded as he chased me into the classroom."
Bianca is listed as one of the scholarship recipients this year.,"Therefore, Bianca was asked to appear before the current Headmaster.",Bianca couldn't wait to share this happy news with her parents.,"However, Bianca was only able to do what she wanted after school.","While walking to the headmaster's office, Bianca smiled at the thought of her parents' happy expressions.","While walking to the principal's office, Bianca ate her batagor."
"Last night, Rio stayed up late watching a movie",He just fell asleep at three in the evening,Even though that day he had an exam schedule,Rio was late leaving for college because he was sleepy after staying up late,"Finally, Rio was not allowed to take the exam that day",Rio was angry with his lecturer for holding an exam
"Ari is a smart child, also diligent in reciting the Koran.","That afternoon, as usual, he was excited to go to the Koran.","On the way, he met Aci who was also on his way to the Koran.","While on the way, suddenly a dog approached them.","Aci immediately ran, while Ari joined him until the stray dogs lost track of them.",Aci took the leftover meat from his lunch to give to the stray dog.
Keisya recently noticed a boy in her class,The boy's name is Boni,"Boni is indeed a quiet boy, but very handsome",Keisya likes to blush when she runs into Boni,Keisya has fallen in love with Boni,Keisya and Boni live happily ever after
Xiara is pregnant,Jaron is Xiara's husband,Xiara wanted spicy mangoes,Jaron looks for a fruit seller near his house,Xiara craves salad,Xiara is not married
Renata is a reliable chef,He is very experienced,"Since childhood, Renata has been happy to help her mother cook",They always produce delicious meals for the family,Renata learned to cook from his mother,Renata doesn't like his mother's cooking
"Nisa saw smoke coming out of the crack in the door of her neighbor's dorm room, Anis.",Nisa frantically tried to open the door to Anis' room and found boiling water on the stove that was still burning.,Nisa turned around when greeted by Anis who appeared at the door of the room with a basket of dry clothes in her hand.,Anis had just finished taking her laundry from the clothesline and forgot that she was boiling water.,Anis thanked Nisa for helping to turn off the stove in her room.,Anis asked why Nisa didn't boil water for him.
The bridge near Sherina's house collapsed last night.,The bridge is the only access to Sherina's housing.,Now there are some people on the bridge who are working on it.,Large logs were installed to connect the broken bridge.,"For the time being, the bridge can only be passed by pedestrians.","For a while, the bridge was painted red."
Agus invites Dirna to take a vacation to the beach,Agus swims first,Dirna refused Agus' invitation,Agus pulls Dirna towards the sea,Dirna finally swam with Agus,Agus ignores Dirna's existence
Donuts are Dolly's favorite food.,Almost every day Dolly bought donuts.,Usually Dolly sat in the cafe in her office building when she came home from work.,Dolly always ordered a cup of hot black coffee with two donuts.,"While eating it, Dolly would finish tomorrow's assignment so that she could be free from work at home.","While eating it, Dolly wondered why the donut was hollow."
Salsa invites you to eat chicken noodles,If you can't eat noodles,Condition When you are not healthy,Salsa changed his invitation to eat catfish pecel,Salsa understands Bila's condition,When forced to eat chicken noodles
Nisa has a cat,Nisa's cat is named Miki,Nisa is looking for her cat everywhere,Nisa did not find the cat,Nisa's cat is gone,Miki accompanies Nisa to find her cat
"""hmm delicious! I like it!"" The eyes of the sky rounded when he said that sentence.","""Don't lie. I need input"" Yuna replied, who didn't look happy with the praise of the sky at all.","""I'm serious. I like the chocolate chips. And I also like .."" The sky stopped his sentence.","""What do you like?"" Yuna urged curiously.","""Like the owner,"" answered the sky again, winking at Yuna.","""there is nothing that I want in this world, I hate everything"" replied the sky again."
Boni has 5 balloons,This balloon was bought by my father at Jalan Margonda,All Boni balloons are different colors,2 red and blue balloons,"Others are white, black and yellow",While the other three are pink
Lena can't wait for tomorrow,Tomorrow he will watch his idol concert,He had been saving up for months and taking a side job buying tickets,"Finally, he managed to buy tickets with his own money",He even still has more money to buy merchandise,He resold the ticket at a higher price
Mom is very forgetful lately,"As a result, mothers often lose things",Everything must be recorded so that it is not lost,Mothers also panic easily when traveling,"When traveling, mothers often panic because they worry that the stove has not been turned off or the door has not been locked",Mother so shut herself in the room
Vaon became a teacher at one of the elementary schools,Vaon thinks that the role of the teacher is very important in education,Vaon wants to change the fate of the nation,Vaon gives hope to the younger generation,Vaon is dedicated to its students with all their heart,Vaon is not a good teacher
It's been 2 days Ani looks lethargic,He didn't want to eat and his face looked sad,Her eyes are swollen and can't forget her ex-boyfriend Yoyo,Even though Yoyo already has a new boyfriend,The story of Ani and Yoyo is only a memory,Ani and Yoyo plan to start a new life next month.
